54,1350309797,aapl,15,90.33571429,90.68,90.73285714,89.12142857,2.851851852,2.851851852,2.851851852,2.851851852
56,1350342259,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.8,2.8,2.8,2.8
57,1350342262,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.75,2.75,2.75,2.75
58,1350342264,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.701754386,2.701754386,2.701754386,2.701754386
59,1350342269,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.655172414,2.655172414,2.655172414,2.655172414
60,1350342274,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.610169492,2.610169492,2.610169492,2.610169492
61,1350342276,aapl,5,90.33571429,90.68,90.73285714,89.12142857,2.65,2.65,2.65,2.65
62,1350342278,aapl,6,90.33571429,90.68,90.73285714,89.12142857,2.704918033,2.704918033,2.704918033,2.704918033
63,1350342422,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.661290323,2.661290323,2.661290323,2.661290323
64,1350342482,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.619047619,2.619047619,2.619047619,2.619047619
65,1350342542,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.578125,2.578125,2.578125,2.578125
66,1350343821,aapl,1,90.33571429,90.68,90.73285714,89.12142857,2.553846154,2.553846154,2.553846154,2.553846154
67,1350343831,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.515151515,2.515151515,2.515151515,2.515151515
68,1350343838,aapl,1,90.33571429,90.68,90.73285714,89.12142857,2.492537313,2.492537313,2.492537313,2.492537313
69,1350343851,aapl,-1,90.33571429,90.68,90.73285714,89.12142857,2.441176471,2.441176471,2.441176471,2.441176471
70,1350343856,aapl,8,90.33571429,90.68,90.73285714,89.12142857,2.52173913,2.52173913,2.52173913,2.52173913
71,1350344361,aapl,-3,90.33571429,90.68,90.73285714,89.12142857,2.442857143,2.442857143,2.442857143,2.442857143
72,1350344382,aapl,16,90.33571429,90.68,90.73285714,89.12142857,2.633802817,2.633802817,2.633802817,2.633802817
73,1350348467,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.597222222,2.597222222,2.597222222,2.597222222
74,1350348470,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.561643836,2.561643836,2.561643836,2.561643836
75,1350348542,aapl,1,90.33571429,90.68,90.73285714,89.12142857,2.540540541,2.540540541,2.540540541,2.540540541
76,1350358228,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.506666667,2.506666667,2.506666667,2.506666667
77,1350358231,aapl,1,90.33571429,90.68,90.73285714,89.12142857,2.486842105,2.486842105,2.486842105,2.486842105
78,1350361848,aapl,-2,90.33571429,90.68,90.73285714,89.12142857,2.428571429,2.428571429,2.428571429,2.428571429
79,1350361850,aapl,-8,90.33571429,90.68,90.73285714,89.12142857,2.294871795,2.294871795,2.294871795,2.294871795
80,1350361852,aapl,2,90.33571429,90.68,90.73285714,89.12142857,2.291139241,2.291139241,2.291139241,2.291139241
81,1350361854,aapl,2,90.33571429,90.68,90.73285714,89.12142857,2.2875,2.2875,2.2875,2.2875
82,1350361857,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.259259259,2.259259259,2.259259259,2.259259259
83,1350361859,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.231707317,2.231707317,2.231707317,2.231707317
84,1350392702,aapl,16,90.33571429,90.68,90.73285714,89.12142857,2.397590361,2.397590361,2.397590361,2.397590361
85,1350392705,aapl,8,90.33571429,90.68,90.73285714,89.12142857,2.464285714,2.464285714,2.464285714,2.464285714
86,1350393095,aapl,-1,90.33571429,90.68,90.73285714,89.12142857,2.423529412,2.423529412,2.423529412,2.423529412
87,1350393097,aapl,2,90.33571429,90.68,90.73285714,89.12142857,2.418604651,2.418604651,2.418604651,2.418604651
88,1350393100,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.390804598,2.390804598,2.390804598,2.390804598
89,1350393235,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.363636364,2.363636364,2.363636364,2.363636364
90,1350393237,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.337078652,2.337078652,2.337078652,2.337078652
91,1350393239,aapl,0,90.33571429,90.68,90.73285714,89.12142857,2.311111111,2.311111111,2.311111111,2.311111111
92,1350393242,aapl,-1,90.33571429,90.68,90.73285714,89.12142857,2.274725275,2.274725275,2.274725275,2.274725275
93,1350393244,aapl,-1,90.33571429,90.68,90.73285714,89.12142857,2.239130435,2.239130435,2.239130435,2.239130435
